text,amount,category,payment_method,payment_provider,bank_account,text_source
Sneha recharge of 1731 via Paytm.,1731,shopping,upi,paytm,,ocr_upi
cred ke through FirstCry ko 12762.92 diya,12762.92,shopping,upi,cred,fi,hinglish
Jupiter se Netflix ko 298 pay kiya,298,entertainment,upi,jupiter,Jupiter,english
   Tata CLiQ checkout 9231 Slice  ,9231,retail,upi,slice,slice,ocr_receipt
19414 coaching coaching fee paytm se,19414,education,upi,paytm,,voice
Monthly NPS contribution 43419 by slice,43419,investment,upi,slice,Slice,ocr_upi
Paid 213 to Blinkit via cash from State Bank,null,meal,cash,,sbi,english
7298.61 for installment paid from Punjab National Bank,7298.61,emi,unknown,,pnb,hinglish
Netmeds bill settle 10863 by Jupiter,10863,healthcare,upi,jupiter,Jupiter,ocr_upi
index fund ke liye 13490.44 ka kharcha cash se kiya,13490.44,investment,cash,,,hinglish
"3840 repaid to sister for the book, used paytm",3840,friends,upi,paytm,,english
"  Bhai, wifi bill ka bill clear kar diya 749.09 ka, ke card se   ",749.09,recharge,upi,None,Fi,hinglish
   education loan EMI ka EMI 36953 auto debit hogaya  ,36953,emi,card,,,hinglish
"Nykaa ka order 10001 mein, paid by Jupiter",10001,shoping,upi,null,jupiter,hinglish
Apple Music recharge 1796.38 Indusind Bank cash,1796.38,leisure,cash,,indusind,ocr_upi
EMI ka bill 31783 clear kiya debit card ke through,31783,emi,card,,,voice
Apple Music 2030 cash Punjab National Bank,2030,entertainment,cash,,pnb,ocr_upi
cash used for course 41662,41662,None,cash,,,english
mera credit card EMI ka payment 39271 ho gaya card pe,39271,emi,upi,cred,,voice
i just put 6553 in stocks from Punjab National Bank,null,investment,unknown,,pnb,voice
"Zepto bill paid, 1028.46 via Mastercard",1028.46,food,card,,,ocr_upi
main EMI ka installment 27179 paytm se de diya,27179,emi,upi,paytm,,voice
Shopped at Nykaa for 28071.61,28071.61,purchase,UNKNOWN,,,english
"Meesho pe 11471 spend kare, Visa ke saath",11471,shopping,card,,,hinglish
Booked books course for 14756 with BHIM,14756,tution,upi,null,,english
upGrad material 15484 through cash,15484,education,cash,,,english
Priya to Niyo 4781 for dinner split,4781,friends,upi,--,Niyo,voice
electricity bill ka bill pay kiya 3804 Paytm se,3804,recharge,upi,--,,hinglish
roommate ko 7642 bheje IndusInd ke through,7642,food,unknown,,indusind,hinglish
school fees course 4679 by cash,4679,tution,cash,,,english
Paytm se BookMyShow ko 1788 ka payment,1788,entertainment,upi,paytm,,ocr_upi
KFC ko 471.20 diya Phone Pe se,471.20,dining,upi,,,hinglish
Indian Oil ki booking karne pe 14499.17 lag gaye Niyo se,14499.17,travel,upi,niyo,Niyo,hinglish
Paid 1696.31 to Yatra via Fi Money,1696.31,travel,upi,fi,fi,ocr_upi
43329 sip in sovereign gold bond through RBL.,43329,investment,unknown,,rbl,english
Fees ka 11589 pay kardiya,11589,education,unknown,,,hinglish
  Zomato Gold movie tickets 2063 cash  ,0.01,entertainment,cash,,,english
eye clinic ka payment 24946 cash se diya,24946,pharmacy,CASH,,,hinglish
Tata CLiQ 4152 credit card se cut gaya Union Bank,4152,shopping,upi,cred,union bank,voice
bhai ne bataya index fund mein 33967 lagaye hai Fi Money se,33967,investment,upi,fi,fi,voice
card se SonyLIV ko 808 pay kiya,808,entertainment,card,,,english
"Box8 se biryani mangwai, 667 pay kiya Bank of Baroda card se",667,foods,card,,bob,hinglish
physio bill settle 2534 by cash,2534,--,cash,,,ocr_upi
crypto ka payment 36821 de diya cash se,36821,mutual fund,cash,,,hinglish
"Dinner bill split with Karan, my share 7459 on Jupiter",7459,friends,upi,jupiter,jupiter,english
Jio recharge ka 4613 ka bill auto-debit ho gaya credit card se,4613,bills,upi,nan,,hinglish
"mall se 29560.36 ka maal aaya, Fi Money se pay kiya",NA,retail,upi,fi,Fi Money,hinglish
recurring deposit ke liye 4253 ka SIP Niyo se diya,4253,investment,upi,niyo,niyo,hinglish
Set up education loan EMI auto-debit for 23132.70 from RBL Bank,23132.70,emi,card,,rbl,ocr_receipt
Bus ticket on RedBus for 3651.,3651,commute,unknown,,,english
BigBasket bill 1804 paid with Google Pay,1804,foods,upi,gpay,,ocr_receipt
17256.81 installment ke liye Bandhan se pay kiya,17256.81,emi,unknown,,bandhan,hinglish
Paid maintenance for 1507 using cash from IndusInd,1507,utilities,Cash,,Indusind Bank,english
PVR ka 1073.93 cash se cut gaya yaar,1073.93,entertainment,cash,,,hinglish
FD ke liye 9441 ka payment BHIM kiya,9441,investment,upi,bhim,,voice
Tuition fee 21634.85 paid to course with cash.,21634.85,study,cash,,,ocr_upi
"Bhai, personal loan EMI ka 13527.34 de diya cash se",13527.34,emi,cash,,,hinglish
maintenance ke liye 4799 ka payment kiya debit card se,4799,utilities,card,,,hinglish
electricity bill ke paise 567 kat gaye from Federal Bank,567,utilites,unknown,,federal bank,hinglish
aaj tuition ko 57642 bheja cash ke through,57642,education,cash,,,voice
school fees ke liye 4245.39 ka payment bhim se kiya.,4245.39,eduation,upi,bhim,,ocr_upi
"  Bhai, credit card EMI ka 2560 de diya cash se   ",2560,emi,upi,cred,,hinglish
PharmEasy pe 4514 ka payment Yes Bank card se,4514,healthcare,card,,yes bank,hinglish
31459 invested in Groww today.,31459,nan,unknown,,,english
Booked stationery course for 14197 with Niyo,14197,education,upi,None,niyo,english
16493 Netmeds pe kharch hua jupiter se,None,healthcare,upi,NA,jupiter,hinglish
hospital admission pe advance 22676.98 diya card se,22676.98,Health,card,,,voice
INOX ke liye 2722 ka payment phonepe se kiya,2722,entertainment,upi,nan,,hinglish
UPI payment to stationery for 18848 using Paytm.,18848,travel,upi,gpay,,ocr_upi
23127.46 Myntra ko diya cash se,23127.46,retail,CASH,,,voice
main 172.92 electricity bill ka bill bhara,172.92,utilities,unknown,,,voice
,2798,entrtainment,card,,,ocr_upi
phonepe se Rahul ko transfer 5727 for movie tickets,5727,friends,upi,phonepe,,voice
education loan EMI ka EMI 13386.24 auto debit hogaya,13386.24,emi,card,,,hinglish
Ananya ke birthday gift mein chip in 5641 via phonepe,5641,friends,upi,,,voice
exam fee course ki fees 53198 transfer ki PNB se,53198,nan,unknown,,pnb,hinglish
   Monthly personal loan EMI 7591 paid by card  ,7591,loan,card,,,english
Monthly crypto contribution 25938 by Fi,25938,investment,upi,fi,fi,ocr_upi
Had to pay lab test 22338 using cred from State Bank.,22338,utilities,upi,cred,sbi,english
"Starbucks se biryani mangwai, 1871 pay kiya ICICI card se",1871,restuarant,card,,ICICI Bank,hinglish
Jio recharge bill paid 2942 using State Bank card,2942,utilities,card,,sbi,voice
Paid Netmeds 722.50 in cash.,722.50,medical,cash,,,english
crypto ke liye 6253 ka payment bhim kiya,6253,mutual fund,upi,bhim,,voice
   Cash 1428.79 for Spotify   ,1428.79,entertainment,cash,,,english
aaj PVR movie for 2657 on slice from Niyo,2657,entertainment,upi,--,slice,voice
"Went to Netflix, spent 1655, paid by cash",1655,entertainment,cash,,,english
aaj food delivery BigBasket 1163 cred ke through,1163,food,UPI,cred,,voice
34863 for education loan EMI paid from Fi Money,34863,installment,upi,fi,fi,hinglish
187.21 ka mobile recharge payment done via cash,187.21,bills,cash,,,hinglish
dentist ke liye 18914 spent from Jupiter card,18914,healthcar,upi,jupiter,jupiter,voice
Bewakoof ka bill 1893.39 paid by Visa,1893.39,shopping,card,,,voice
Invested 21027 in PPF via BHIM,,investment,upi,bhim,,ocr_receipt
Cleartrip booking amount 6496 with Axis Bank cred,6496,travel,upi,cred,axis,ocr_receipt
Paid 38930 for my gold investment.,38930,invstment,unknown,,,english
  7400 PharmEasy ko transfer kiya cash se  ,7400,healthcare,cash,,,hinglish
"4567 electricity bill ke liye de diye yaar, gpay se",4567,utilities,upi,gpay,,hinglish
"Neha paid me back 1973 for the concert, got it in HDFC via cash",1973,friends,cash,,hdfc,english
Payment to Nykaa for 2911 via cash from,2911,shopping,cash,,,english
2265 paid to dentist for checkup using Fi Money,2265,healthcare,upi,,fi,ocr_upi
"Tata CLiQ ka order 8047.87 mein, paid by cash",8047.87,shopping,cash,,,hinglish
Haldirams par 1076 ka bill IndusInd card se,1076,food,card,,indusind,ocr_receipt
NA,44118,education,unknown,,,hinglish
electronics store pe 13217.34 ka payment cash se,13217.34,shopping,cash,,,ocr_upi
"Bhook lag rahi thi, Biryani Blues se 105.74 ka order niyo se kiya",105.74,food,upi,niyo,niyo,hinglish
aaj concert movie for 2157.51 on PhonePe from,2157.51,entertainment,upi,--,,voice
"Kharcha hua Nykaa pe 19430.94, cred use kiya",19430.94,shoping,upi,--,,hinglish
Paid 3613 for this month's EMI via debit card,3613,emi,card,,,english
   21413.58 PharmEasy ko transfer kiya cash se  ,21413.58,medical,CASH,,,hinglish
Added 13444 to index fund via slice,13444,Investment,upi,slice,slice,ocr_upi
FD SIP 12277 via cash,12277,investment,cash,,,ocr_receipt
"Meesho ka order 14274 mein, paid by credit card",14274,retail,upi,nan,,hinglish
Starbucks pe 1434.90 ka online order gpay se kiya,1434.90,food,upi,gpay,,voice
Shopped at electronics store for 15056.53,15056.53,shopping,unknown,,,english
844 for Jio recharge using slice card,844,utility,upi,slice,Slice,english
Auto-payment for bike loan EMI 28849 by card,28849,installment,card,,,ocr_receipt
Cleartrip ki app se 1578 ka ticket liya cash se,1578,travel,cash,,,hinglish
debit card through Niyo for Amazon 12900,12900,shoping,upi,niyo,niyo,ocr_upi
Paid 2098 at Hotstar with credit card,2098,entertainment,upi,cred,,english
aaj Karan ne 1121 phonepe kiya wapas,1121,friends,upi,phonepe,,voice
5274 sent to flatmate for weekend plan expenses using Paytm,5274,peer,upi,gpay,,english
merchant ne 1319.80 liya cash mein for checkup,1319.80,medical,cash,,,voice
"Tata CLiQ order paid, 16347 deducted via card",16347,shopping,card,,,hinglish
auto par 6754 spend via cash from Yes Bank,6754,travel,cash,,yes bank,ocr_upi
Lab test 6023 via phonepe,6023,Health,upi,phonepe,,ocr_receipt
"car loan EMI kharcha, 14807.35 via card",14807.35,loans,CARD,,,ocr_upi
"course se material mangaya, 22626 diye cash se",22626,Education,cash,,,hinglish
Allen coaching ke liye 2997 pay kiye Union Bank card se,2997,tution,card,,union bank,hinglish
"993 debit hua Zomato Gold ke liye, payment method cash",993,entertainment,card,,,hinglish
,15250.59,education,unknown,,sbi,hinglish
bike loan EMI auto-debit of 34493.26 from Union Bank on debit card,34493.26,emi,card,,union bank,ocr_upi
146 udhar diya Swiggy mein khane ka bill cash se,146,food,cash,,,voice
concert recharge for 1072 via debit card,1072,leisure,card,,,ocr_receipt
aaj McDonald's se snack liya 232 ka upi se,232,food,unknown,,,voice
"1759 udd gaya mess pe khane mein, cash diya",1759,meal,cash,,,hinglish
Topped up stocks with 36134.58 using Mastercard.,36134.58,investment,card,,,english
main ne concert ke liye 1190 spend kiye Phone Pe se,1190,entrtainment,upi,phonepe,,voice
CRED se Spotify ko 1842 transfer for entertainment,1842,Entertainment,upi,cred,,hinglish
"3798 repaid to friend for the book, used paytm",3798,friends,upi,paytm,,english
None,16061,loans,upi,paytm,,ocr_upi
None,2615,Entertainment,unknown,,,english
Reliance Digital ko 14467 transfer kiye Indusind Bank card se,14467,retail,card,,indusind,hinglish
Tuition ke 42744 de diye yaar,42744,education,unknown,,,hinglish
None,4346,freind,cash,,,voice
Apollo Pharmacy ka bill 16355 CRED kiya,16355,healthcare,upi,cred,,hinglish
   21773 for Coursera books on niyo  ,21773,education,upi,niyo,niyo,english
Ola fare 7667.40 debited by Visa,7667.40,null,card,,,ocr_upi
Invested 28710.43 in NPS using cred.,28710.43,investment,upi,cred,,english
"  Paid installment, amount 32839.63 via Visa   ",32839.63,emi,card,,,ocr_upi
Zomato Gold ke liye 425.38 Mastercard se,425.38,entertainment,card,,,ocr_upi
   Spent 2274.35 on SonyLIV with Slice  ,2274.35,movies,upi,slice,Slice,ocr_upi
main 21934 pharmacy mein de aaya cash,21934,healthcar,cash,,,voice
"3621 Indian Oil ko diya for booking, paid via cash",3621,travel,cash,,,hinglish
Added 37795 to Angel One via Jupiter,"37,795.00",investment,upi,jupiter,jupiter,ocr_upi
Monthly INOX subscription 1192 by Jupiter,1192,entertainment,Upi,jupiter,jupiter,english
  i just did INOX subscription for 1450 through BHIM  ,1450,entertainment,upi,--,,voice
aaj Swiggy se snack liya 1754 ka upi se,1754,food,unknown,,,voice
Hotstar for 167.60 using card,167.60,entertainment,card,,,ocr_upi
bike loan EMI ka 11542 card se diya,11542,emi,card,,,hinglish
Quick bite at JioMart 1266 with Bank of Baroda niyo,-1266,restuarant,UPI,niyo,niyo,english
Online order from Apollo Pharmacy for 19410.28 via Fi Money,19410.28,healthcare,upi,fi,fi,ocr_upi
EMI for EMI - 25706 using Fi,25706,emi,upi,fi,Fi,english
sister ko 7221 udhaar diya cash se,7221,freind,cash,,,hinglish
DTH recharge recharge for 521 using debit card from Bandhan Bank,521,utilities,card,,Bandhan Bank,ocr_upi
"Online order on electronics store for 7342, paid by Visa",7342,shopping,card,,,english
physio pe 5764 udhar diye Fi Money se,5764,pharmacy,upi,None,fi,hinglish
broadband ( 2024 ) paid through cash,2024,utilities,cash,,,ocr_upi
"Dinner bill split with Priya, my share 4901 on Jupiter",4901,friends,upi,jupiter,jupiter,english
Paid 18499.71 for this month's personal loan EMI via Visa,18499.71,EMI,card,,,english
installment ki installment 1775.03 de di Visa se,1775.03,emi,card,,,english
Zara shopping ke liye 25411 ka payment debit card se,25411,shoping,card,,,hinglish
Recharged concert for 955 on debit card,955,entertainment,card,,,english
   JioCinema pe movie dekhne ka 1386 spend kiya  ,1386,entrtainment,unknown,,,hinglish
HP petrol ke liye 9826.38 ka payment Slice se kiya.,9826.38,travel,upi,slice,slice,english
bhai Zomato Gold ka bill 2142.18 de diya debit card pe,2142.18,entertainment,card,,,voice
bhai ne bataya Angel One mein 8177.76 lagaye hai BHIM se,8177.76,savings,upi,bhim,,voice
debit card se education loan EMI ka 36648.92 bheja,36648.92,emi,card,,,english
  rent bill paid 2362 using ICICI Bank card  ,2362,recharge,card,,ICICI,voice
   returned Arjun my share 3115.96 on cash   ,3115.96,freind,cash,,,voice
Auto-debit for NPS 29146 from Union Bank,29146,investment,card,,union bank,ocr_upi
CRED through Fi Money for Croma 29027.42,29027.42,shopping,UPI,NA,Fi,ocr_upi
i sent Ananya 476 using Jupiter,476,friends,upi,jupiter,Jupiter,voice
Tata CLiQ purchase of 9108.25 using niyo,9108.25,shoping,upi,niyo,niyo,ocr_receipt
"1987.33 ka petrol Yatra pe bharaya, Niyo se payment",1987.33,travel,upi,niyo,niyo,hinglish
nan,2273.64,food,unknown,,ICICI,ocr_upi
FD pe 5309.59 ka order confirm BHIM se,5309.59,invest,upi,None,Fi Money,hinglish
INOX movie 1053 paid by cash,1053,,cash,,,ocr_receipt
Tuition ke 33261 de diye yaar,33261,education,Unknown,,,hinglish
Transferred 18372 to my recurring deposit from Yes Bank.,18372,investment,unknown,,yes bank,english
Recurring payment to PPF for 44434 via niyo,44434,invstment,upi,gpay,Niyo,ocr_upi
DTH recharge ka bill 3032 Slice se diya,3032,utilities,upi,None,slice,hinglish
2589 deducted for BookMyShow subscription,"2,589.00",entrtainment,unknown,,,english
car loan EMI EMI 4130 deducted via cash,null,installment,Cash,,,voice
"Went to Apple Music, spent 1161, paid by cash",1161,entertainment,cash,,,english
Hotstar concert ticket 1932 paid by Fi,1932,leisure,UPI,null,fi,voice
Paid 3869 to Goibibo via credit card,null,travel,upi,cred,,ocr_upi
Invested 38995 in sovereign gold bond using Fi.,38995,investment,upi,fi,fi,english
i bought recurring deposit worth 17786 using Niyo,17786,education,upi,niyo,niyo,voice
Fees ka 35856 pay kardiya,35856,tution,unknown,,,hinglish
Fees for books 2640 paid by Fi,2640,study,upi,fi,Fi,english
1508 rs Biryani Blues ko diya phonepe se,1508,food,upi,phonepe,,voice
Paid 833 to DTH recharge from Niyo using jupiter,999999.99,utilities,upi,jupiter,jupiter,ocr_receipt
36395 paid towards home loan EMI through Visa,36395,emi,card,,,ocr_upi
doctor bill settle 4750.97 by cash,4750.97,education,cash,,,ocr_upi
brother paid back 6665 via cash,6665,friends,cash,,,ocr_receipt
"Drove together, Arjun ne petrol ka 1734 diya",1734,friends,unknown,,,hinglish
bike loan EMI EMI 29177 deducted via jupiter,29177,emi,upi,NA,jupiter,voice
Just paid 13627 for my EMI,13627,nan,UNKNOWN,,,english
"1661 ka course liya fees pe, card se payment hua",1661,education,card,,,hinglish
crypto ko 34279 transfer kiya Mastercard ke through,34279,investment,card,,,hinglish
hospital checkup fee 15057 PNB,15057,Health,unknown,,Punjab National Bank,ocr_receipt
"  IRCTC flight booking 7723.87, paid by credit card.  ",7723.87,travel,upi,cred,,english
cash se Hotstar ki annual plan leli worth 1689,1689,OTT,cash,,,hinglish
  Angel One SIP auto-debit 8799 ho gaya  ,8799,investment,card,,,hinglish
Booked tickets on JioCinema for 2089.02 using jupiter,2089.02,entertainment,upi,jupiter,jupiter,english
debit card se BookMyShow ko 112 pay kiya,112,entertainment,card,,,english
NPS account mein 8512 daale from ICICI Bank,8512,investment,unknown,,icici,hinglish
Groww SIP deduction of 48055 by bhim.,,invstment,upi,bhim,,english
main EMI ka installment 22787 paytm se de diya,22787,emi,upi,paytm,,voice
EMI EMI of 21996.66 done with Mastercard,21996.66,emi,card,,,ocr_upi
"Zara ka order 26356 mein, paid by credit card",26356,shoping,upi,cred,,hinglish
i sent brother 9942 using cred,9942,friends,upi,cred,,voice
eye clinic ka bill 22670 Niyo kiya,22670,healthcare,upi,null,Niyo,hinglish
physio ka 19671 ka bill pay kiya debit card ke through,19671,healthcare,card,,,voice
  mobile recharge recharge of 2818 with gpay   ,2818,utilities,upi,gpay,,english
Coursera pe 44193 ka payment Fi kiya,44193,education,upi,fi,Fi Money,hinglish
"friend ne 4251.62 maanga tha, wapas kiya cash pe",4251.62,friends,cash,,,hinglish
UPI payment to PVR for 1512.86 via credit card,1512.86,movies,upi,cred,,ocr_upi
2052 paid to Neha on cash.,2052,friends,cash,,,ocr_upi
stocks mein 48612 add kiya GPay se,48612,investment,upi,null,,hinglish
4251 for mobile recharge using cash card,4251,utilities,card,,,english
Spotify for 2287.03 using cash,2287.03,entertainment,cash,,,ocr_upi
27890 for this month's home loan EMI on Fi Money,27890,installment,upi,fi,fi,ocr_receipt
PharmEasy consultation fee 18591.00 Jupiter pe.,18591.00,hospital,upi,null,jupiter,english
"Karan ko 517 udhaar liya yaar, kal return karunga",0,friends,unknown,,,hinglish
3995 upGrad ka payment kar diya Slice pe,3995,education,Upi,slice,slice,hinglish
Paid broadband for 3897.65 using CRED from HDFC Bank,3897.65,recharge,upi,None,HDFC Bank,english
tuition course ke liye 16503 slice kiya,16503,school,upi,slice,Slice,voice
cash used for Coursera 54644,54644,,cash,,,english
Cash on delivery for FirstCry order 27980.49,27980.49,Shopping,upi,fi,fi,ocr_receipt
Zomato 1423 wala order cash se kiya,1423,meal,cash,,,english
Zara order for 2439 using Visa,2439,travel,card,,,ocr_upi
recurring deposit investment of 35792.69 done via cash,35792.69,Investment,cash,,,voice
friend bhai ko 2187.36 bej diya cash pe,2187.36,friends,cash,,,hinglish
bike loan EMI ka bill 36151 clear kiya Mastercard ke through,36151,EMI,card,,,voice
restaurant ko 148 diya PayTM se,148,food,upi,paytm,,hinglish
dentist payment 3994.70 via cred,--,healthcare,upi,--,,ocr_receipt
"Quick bite from Haldirams, cost 256, used Slice",256,foods,upi,slice,Slice,hinglish
Paid 7453 to HDFC Bank for credit card EMI by Visa,7453,emi,upi,cred,HDFC Bank,ocr_receipt
Debited 38658 for home loan EMI via cash,38658,emi,card,,,ocr_upi
sister borrowed 8885.56 gave cash back,8885.56,friends,cash,,,voice
Investment in NPS for 23863.43 from Bandhan,23863.43,investment,unknown,,bandhan,ocr_upi
diagnostic center net amount 1513.46 paytm,1513.46,healthcare,upi,paytm,,ocr_receipt
"Bewakoof ka order 23892 mein, paid by cash",23892,shopping,cash,,,hinglish
"Kharcha hua Zara pe 22431, PayTM use kiya",22431,purchase,upi,paytm,,hinglish
main petrol pump ko 673.73 pay kiya PayTM ke through,673.73,travel,upi,null,,voice
Topped up stocks with 1816.28 using jupiter.,1816.28,investment,upi,--,jupiter,english
"Sneha ke liye book mangaayi, 1108 advance diya",1108,friends,unknown,,,hinglish
  maine electronics store pe 11274.13 spend kiye CRED ke through ,11274.13,shopping,upi,NA,,voice
Flipkart pe shopping kiye 19034 niyo se,19034,retail,upi,niyo,niyo,hinglish
"Quick bite from JioMart, cost 489.46, used BHIM",489.46,food,upi,nan,,hinglish
Visa se EMI ka 20035 bheja,,EMI,card,,,english
Cleared installment for 39385,39385,emi,unknown,,,english
  IndiGo ki booking karne pe 11115.19 lag gaye BHIM se   ,11115.19,Transport,upi,bhim,,hinglish
  4215 for medicines at checkup cash payment.   ,4215,entertainment,cash,,,english
"  11915.87 SpiceJet ko diya for booking, paid via bhim  ",11915.87,Transport,upi,bhim,,hinglish
FD auto debit of 25483.38 successful on BHIM,25483.38,invstment,upi,bhim,,ocr_upi
"21045 to hospital for medicine, paid with cash.",21045,healthcare,cash,,,english
Jio recharge 321.17 paid through PayTM from IDFC First,321.17,utilities,upi,paytm,idfc,voice
11903 for medicines at checkup cash payment.,11903,healthcare,cash,,,english
electronics store 18356.26 PhonePe,18356.26,purchase,upi,nan,,ocr_receipt
personal loan EMI ki installment 30054 de di PhonePe se,30054,emi,upi,phonepe,,english
14509 for credit card EMI paid from Slice,14509,EMI,UPI,cred,Slice,hinglish
cash se JioCinema ko 1518 ka payment,1518,travel,cash,,,ocr_upi
PharmEasy ke liye 9125.12 pay kiya cash se,9125.12,Health,cash,,,hinglish
mutual fund SIP ke liye 22078 ka SIP Slice se diya,22078,investment,upi,slice,slice,hinglish
Payment of 39243 to home loan EMI successful on Niyo,39243,emi,upi,niyo,niyo,ocr_upi
,14219,investment,upi,jupiter,Jupiter,ocr_upi
null,614,entertainment,upi,gpay,,voice
aaj McDonald's pe order kiya 1224 cash se,1224,dining,cash,,,voice
aaj Neha ne 8241 phonepe kiya wapas,8241,friends,upi,phonepe,,voice
Had to pay PharmEasy 2175 using Jupiter from Niyo.,2175,utilities,upi,jupiter,Jupiter,english
Chai-samosa ke liye Box8 mein 811 spend kiye Jupiter pe,811,foods,upi,jupiter,Jupiter,hinglish
McDonald's bill 1509.02 paid with jupiter,1509.02,food,upi,jupiter,jupiter,ocr_receipt
"1196.52 auto ko diya for booking, paid via cash",1196.52,travel,cash,,,hinglish
Visa used for course 39896.93,39896.93,education,card,,,english
main 4438 DTH recharge ka bill bhara,4438,None,UNKNOWN,,,voice
IndiGo ki cab ke 12036 Phone Pe se transfer kar diye,12036,fuel,upi,,,hinglish
brother ko 9408.85 bheja card se,9408.85,friends,card,,,ocr_receipt
Airtel recharge ka bill 4711 diya,4711,utilities,unknown,,,voice
NA,933,friends,upi,gpay,,ocr_upi
32555 Allen coaching ka payment kar diya Slice pe,32555,education,upi,slice,Slice,hinglish
"  Lent 1716.24 to Rahul for shopping, Visa  ",1716.24,freind,card,,,english
Monthly mobile recharge 4578 paid by slice,4578,utilites,upi,--,slice,english
"FirstCry se 5459 ka maal aaya, Google Pay se pay kiya",5459,shopping,upi,gpay,fi,hinglish
wifi bill payment of 4668.09 using IndusInd CRED,4668.09,utility,upi,cred,indusind,ocr_receipt
Reliance Digital ka payment 25720 credit card wallet se,25720,Shopping,Upi,cred,,voice
"Bhai, Ajio se 9685 ka saman liya cash diya",9685,shopping,cash,,,hinglish
Nykaa shopping 5630.33 upi cash,5630.33,shopping,cash,,,voice
jupiter se credit card EMI ka 26305 bheja,0,emi,upi,cred,Jupiter,english
10045.94 spent on electronics store via cred,10045.94,retail,upi,None,,ocr_upi
index fund 4874 payment done with Google Pay,4874,invstment,upi,gpay,,ocr_upi
maine Amazon pe 22530.87 spend kiye Fi Money ke through,22530.87,shopping,upi,fi,Fi Money,voice
Jio recharge ka bill 966.09 diya,966.09,utilities,unknown,,,voice
Karan se 7303 wapas liya cash mein,7303,p2p,cash,,,hinglish
Booked fees course for 20317 with Mastercard,20317,eduation,card,,,english
Direct credit card se mess ko 1102.69 transfer kiya khane ka,1102.69,dining,upi,cred,,hinglish
"Lunch at restaurant for 791, paid by cash",791,Food,cash,,,hinglish
2420 invested in sovereign gold bond through ICICI Bank,2420,investment,UNKNOWN,,ICICI Bank,ocr_upi
"coaching ko 8166 bheje, cash diya",8166,school,cash,,,hinglish
physio pe 14694.61 udhar diye Paytm se,14694.61,nan,upi,paytm,,hinglish
UPI payment to JioCinema for 759 via gpay,759,entrtainment,upi,gpay,,ocr_upi
mera credit card EMI ka payment 12039 ho gaya Paytm pe,12039,emi,upi,paytm,,voice
doctor ko checkup ke 5944 cash diye,5944,healthcare,cash,,,hinglish
Paid 5248 for Yatra from Federal Bank account using cred,5248,travel,upi,cred,federal bank,ocr_upi
1608 deducted for Steam subscription,1608,entertainment,unknown,,,english
aaj Swiggy se snack liya 450 ka upi se,450,meal,unknown,,,voice
"2470.18 udd gaya BigBasket pe khane mein, cash diya",2470.18,food,cash,,,hinglish
Allen coaching material 46146 through debit card,46146,study,card,,,english
"Yaar, installment ka paisa 25823 kat gaya Kotak se",25823,emi,unknown,,kotak,hinglish
electricity bill ke liye 1731 ka payment kia cash se,1731,recharge,cash,,,voice
None,852.19,friends,upi,fi,fi,english
Monthly credit card EMI of 34025.47 paid via Mastercard,34025.47,emi,upi,cred,,hinglish
Fi Money se Box8 ko 497 ka bill,497,foods,upi,fi,fi,ocr_upi
electronics store 6213 debit card BOB,6213,shopping,card,,bob,ocr_receipt
"8780 auto ko diya for booking, paid via phonepe",8780,travel,upi,phonepe,,hinglish
"Lunch at food court for 1383, paid by card",0,Food,card,,,hinglish
Foodpanda order from mess 1547.60 cash,1547.60,Food,cash,,,ocr_receipt
  friend borrowed 1427 paid back via cash  ,1427,friends,cash,,,ocr_receipt
"Just cleared my electricity bill, 1273.88 paid on BHIM",1273.88,utilities,upi,--,,english
31120 ki PPF ki purchase BHIM se,31120,investment,upi,NA,,hinglish
Paid 3531.10 for rent through cash,3531.10,travel,cash,,,english
sovereign gold bond investment of 2057.91 done,2057.91,savings,unknown,,,ocr_upi
  doctor ko checkup ke 8712 cash diye   ,8712,healthcare,cash,,,hinglish
main Ola ko 10830 de diya cash me,10830,fuel,cash,,,voice
Paid 19273.64 for my index fund investment.,19273.64,investment,unknown,,,english
credit card EMI EMI of 13331 done with bhim,13331,loans,upi,bhim,,ocr_upi
jupiter se Amazon ko 9016 ka payment,9016,shopping,upi,jupiter,jupiter,ocr_upi
Recurring payment to Groww for 3406.54 via Niyo,3406.54,invstment,upi,gpay,Niyo,ocr_upi
Auto-payment for education loan EMI 27799 by card,27799,loans,card,,,ocr_receipt
NPS ke liye 35122 ka SIP Jupiter se diya,35122,invest,upi,jupiter,Jupiter,hinglish
Groww ke liye 45234 ka SIP Visa se diya,45234,Investment,card,,,hinglish
"cafe pe food delivery, 1855 ka payment done via GPay",1855,food,Upi,gpay,,hinglish
Cleared bike loan EMI for 16675,16675,emi,unknown,,,english
BookMyShow monthly 1885 wala plan activate Jupiter se,1885,entertainment,upi,None,jupiter,voice
auto fare 14888 debited by Visa,14888,travel,card,,,ocr_upi
"Books ke liye 4962.31 ka kharcha, slice se",4962.31,education,upi,None,slice,hinglish
bhai movie ticket ke liye 1988 debit card se book kiya INOX pe,1988,entertainment,card,,,hinglish
recurring deposit ke liye 40346 invest kiya bhai,40346,investment,unknown,,,hinglish
  main installment ka 26384 de diya Mastercard se  ,26384,installment,card,,,voice
i did Air India booking for 10421 with Fi,10421,travel,upi,fi,fi,voice
Payment of 2525 to physio successful via BHIM,2525,healthcare,upi,--,,ocr_upi
