text,amount,category,payment_method,payment_provider,bank_account,text_source
paid 1789.63 to PVR via cash,1789.63,entertainment,cash,,,voice
rent ka bill 3410.64 slice se diya,3410.64,utilities,upi,slice,slice,hinglish
DTH recharge ke paise 3644 kat gaye from Slice,3644,utilities,upi,slice,slice,hinglish
Mastercard se installment ka 19610 bheja,19610,emi,card,,,english
crypto monthly contribution of 6950.79 by cred.,6950.79,investment,upi,cred,,english
"Books ke liye 7915.54 ka kharcha, cash se",7915.54,education,cash,,,hinglish
Paid 7384.59 to H&M via Paytm,7384.59,shopping,upi,paytm,,ocr_upi
main concert ke liye 1334 pay kiya using cash,1334,entertainment,cash,,,voice
cash se bike loan EMI ka 26334.52 bheja,26334.52,emi,cash,,,english
Spent 11440.81 on Air India from Canara,11440.81,travel,unknown,,canara,ocr_receipt
Topped up index fund with 6641.65 using Fi Money.,6641.65,investment,upi,fi,fi,english
"electronics store pe 20379 spend kare, Jupiter ke saath",20379,shopping,upi,jupiter,jupiter,hinglish
38456 transferred for Udemy course fee,38456,education,unknown,,,english
Uber recharge 8562 from Jupiter account via cred,8562,travel,upi,cred,jupiter,voice
checkup 22771.20 UPI Phone Pe.,22771.20,healthcare,upi,phonepe,,english
Air India ke liye 13859 cash se diya,13859,travel,cash,,,hinglish
Chipped in 6559.69 for brother's gift via Jupiter,6559.69,friends,upi,jupiter,jupiter,english
aaj rent ka bill gaya 3755.88 cred se,3755.88,utilities,upi,cred,,voice
Yatra se 10785 ka recharge IDFC First card se kiya,10785,travel,upi,fi,idfc,hinglish
"Zara se 22243 ka maal aaya, bhim se pay kiya",22243,shopping,upi,bhim,,hinglish
Had to pay lab test 4721.83 using PayTM from YES BANK.,4721.83,healthcare,upi,gpay,yes bank,english
main Airtel recharge ka 2212.04 bheja Fi se,2212.04,utilities,upi,fi,fi,voice
paid 415 to SonyLIV via Jupiter,415,entertainment,upi,jupiter,jupiter,voice
broadband bill 3777.84 done via Fi Money,3777.84,utilities,upi,fi,fi,english
maintenance ka bill 990 PayTM se diya,990,utilities,upi,paytm,,hinglish
mobile recharge recharge ho gaya 4584 ka from CRED,4584,utilities,upi,cred,,hinglish
Zomato Gold annual plan 2243 from account,2243,entertainment,unknown,,,english
phonepe se mobile recharge ka 2725 bhar diya,2725,utilities,upi,phonepe,,voice
"Amazon order paid, 19804 deducted via CRED",19804,shopping,upi,cred,,hinglish
main Indian Oil ko 5402.68 de diya cash me,5402.68,travel,cash,,,voice
EMI ka 23824 Visa se diya,23824,emi,card,,,hinglish
woh 6830.68 jo flatmate ne manga tha paid by Google Pay,6830.68,friends,upi,gpay,,voice
Visa ke through Nykaa ko 7276 diya,7276,shopping,card,,,hinglish
Arjun ko 7997.51 bheje Union Bank ke through,7997.51,friends,unknown,,union bank,hinglish
electricity bill recharge for 3804.36 using paytm from Axis Bank,3804.36,utilities,upi,gpay,axis,ocr_upi
main metro ko 12873 de diya cash me,12873,travel,cash,,,voice
cash to PharmEasy for 20819.,20819,healthcare,cash,,,english
gold mein 35536 add kiye using cash,35536,investment,cash,,,voice
Spotify premium 1601.35 auto-debit jupiter,1601.35,entertainment,upi,jupiter,jupiter,ocr_receipt
main ne brother ko 114 bheja on Slice from IDFC First,114,friends,upi,slice,slice,voice
Zara purchase for 3881 using Niyo,3881,shopping,upi,niyo,niyo,ocr_upi
Invested 37475 in sovereign gold bond using Paytm.,37475,investment,upi,gpay,,english
Lunch at Box8 for 911 paid by cash,911,food,cash,,,english
crypto ke liye 7664 ka SIP jupiter se diya,7664,investment,upi,jupiter,jupiter,hinglish
HP petrol travel expense 14344.55 deducted from ICICI,14344.55,travel,unknown,,icici,hinglish
Recharged electricity bill for 4220 with PhonePe,4220,utilities,upi,phonepe,,english
mall recharge 19206 cash,19206,shopping,cash,,,ocr_receipt
Indian Oil fuel fill 14972 Phone Pe se,14972,travel,upi,phonepe,fi,ocr_receipt
Booked Yatra ticket 1464.00 via Visa,1464.00,travel,card,,,ocr_receipt
Invested 49274 in recurring deposit via Jupiter,49274,investment,upi,jupiter,jupiter,ocr_receipt
MakeMyTrip ke liye 4905 ka payment Mastercard se kiya.,4905,travel,card,,,english
concert movie tickets 716.86 GPay,716.86,entertainment,upi,gpay,,english
main Rapido ko 1004.93 pay kiya cash ke through,1004.93,travel,cash,,,voice
Angel One 11024 payment done with Slice,11024,investment,upi,slice,slice,ocr_upi
Airtel recharge recharge ho gaya 4242 ka from Jupiter,4242,utilities,upi,jupiter,jupiter,hinglish
EMI ka 14894 Mastercard se diya,14894,emi,card,,,hinglish
Paid 6077 for SpiceJet ride with Niyo.,6077,travel,upi,niyo,niyo,english
Dominos pe 1385.57 ka online order gpay se kiya,1385.57,food,upi,gpay,,voice
Netflix ka 1895 Fi se cut gaya yaar,1895,entertainment,upi,fi,fi,hinglish
"Bhook lag rahi thi, Swiggy se 1312 ka order Visa se kiya",1312,food,card,,,hinglish
rent recharge of 1866.36 with paytm,1866.36,utilities,upi,paytm,,english
10479 for home loan EMI through gpay,10479,emi,upi,gpay,,english
recurring deposit monthly contribution of 20134 by Mastercard.,20134,investment,card,,,english
just paid 30157.77 towards installment using card,30157.77,emi,card,,,voice
Monthly Angel One auto-debit of 35874 via Jupiter.,35874,investment,upi,jupiter,jupiter,english
gas bill recharge ho gaya 2981.57 ka from Slice,2981.57,utilities,upi,slice,slice,hinglish
Cleartrip se 954 ka bill clear kiya paytm ke through,954,travel,upi,paytm,,hinglish
15808 ki car loan EMI bhari Fi Money ke through,15808,emi,upi,fi,fi,hinglish
PharmEasy ke liye 19445 pay kiya cash se,19445,healthcare,cash,,,hinglish
mutual fund SIP renewal 46548 via cash from Axis Bank,46548,investment,cash,,axis,ocr_receipt
education loan EMI for 18058 done by card,18058,emi,card,,,voice
Travel expense 11048 for HP petrol using cash.,11048,travel,cash,,,english
main 3626 maintenance ka bill bhara,3626,utilities,unknown,,,voice
aaj installment ka 6217.82 bheja debit card kar ke,6217.82,emi,card,,,voice
JioCinema for 2843 using Phone Pe,2843,entertainment,upi,phonepe,,ocr_upi
Sent 125.74 for DTH recharge by Visa from Jupiter,125.74,utilities,upi,jupiter,jupiter,english
school fees material 49804.56 through cred,49804.56,education,upi,cred,,english
Airtel recharge pe 1708 spend kiya using Paytm,1708,utilities,upi,gpay,,hinglish
Sneha bhai ko 9887.25 bej diya Visa pe,9887.25,friends,card,,,hinglish
Cleartrip for 7557.96 using Phone Pe,7557.96,travel,upi,phonepe,,voice
28641 for this month's car loan EMI on Mastercard,28641,emi,card,,,ocr_receipt
"BigBasket bill paid, 1886 via cash",1886,food,cash,,,ocr_upi
51531.75 exam fee ka payment kar diya cash pe,51531.75,education,cash,,,hinglish
Arjun ko 1959.15 bheja card se,1959.15,friends,card,,,ocr_receipt
aaj doctor fees 15694 cash mein de aaya,15694,healthcare,cash,,,voice
Scanned & paid 16736 at H&M via Niyo,16736,shopping,upi,niyo,niyo,ocr_receipt
paid 1694 to BookMyShow via cash,1694,entertainment,cash,,,voice
Sent 3595 for water bill by Jupiter from Fi,3595,utilities,upi,jupiter,jupiter,english
"Quick bite from Zepto, cost 1492, used gpay",1492,food,upi,gpay,,hinglish
Zomato 1512 ka bill clear via card,1512,food,card,,,english
aaj HP petrol ke liye 3999 diya Punjab National Bank card se,3999,travel,card,,pnb,voice
electricity bill ka 4591.36 ka bill auto-debit ho gaya PhonePe se,4591.36,utilities,upi,phonepe,,hinglish
eye clinic ka bill 10400 cash pe clear kiya,10400,healthcare,cash,,,hinglish
JioCinema ke liye 1093 ka payment cash se kiya,1093,entertainment,cash,,,hinglish
McDonald's pe 613 ka bill cash kiya,613,food,cash,,,hinglish
Hotstar 376 Mastercard Slice,376,entertainment,upi,slice,slice,ocr_upi
phonepe se Box8 ko 1236 transfer kiya lunch ke liye,1236,food,upi,phonepe,,voice
"5549 repaid to Neha for the book, used phonepe",5549,friends,upi,phonepe,,english
Paid 29961.07 for a mall delivery,29961.07,shopping,unknown,,,english
28114.60 spent on Meesho via Niyo,28114.60,shopping,upi,niyo,niyo,ocr_upi
lab test consultation 12222 paid with IDFC jupiter,12222,healthcare,upi,jupiter,jupiter,ocr_upi
HP petrol recharge of 11814.04 using phonepe.,11814.04,travel,upi,phonepe,,english
1432.13 sent to Karan for weekend plan expenses using Niyo,1432.13,friends,upi,niyo,niyo,english
Paid gas bill for 1043.99 using Paytm from Canara Bank,1043.99,utilities,upi,gpay,canara,english
"Lent 1403.64 to Ananya for shopping, cash",1403.64,friends,cash,,,english
home loan EMI ka bill 2035 clear kiya slice ke through,2035,emi,upi,slice,slice,voice
Monthly installment of 26399 paid via Visa,26399,emi,card,,,hinglish
"13350.83 for Zara order, payment Phone Pe se hui",13350.83,shopping,upi,phonepe,,hinglish
"brother ke liye book mangaayi, 1737 advance diya",1737,friends,unknown,,,hinglish
"Karan ne 8666 maanga tha, de diya cash",8666,friends,cash,,,ocr_receipt
Monthly installment of 22193 paid via Mastercard,22193,emi,card,,,hinglish
"friend se liya 1395.98 for cab share, cash se",1395.98,friends,cash,,,hinglish
"flatmate ke liye book mangaayi, 2288.48 advance diya",2288.48,friends,unknown,,,hinglish
"Bhai, kal Box8 pe 1645.72 kharcha hua cash pe",1645.72,food,cash,,,hinglish
Spotify membership renewal 2176.59 via cred,2176.59,entertainment,upi,cred,,english
Indian Oil ke liye 9334 ka payment BHIM se,9334,travel,upi,bhim,,ocr_upi
Monthly maintenance 4070 paid by Visa,4070,utilities,card,,,english
Paid 2197 for Ola from Niyo account using phonepe,2197,travel,upi,phonepe,niyo,ocr_upi
"9948 repaid to flatmate for the book, used Slice",9948,friends,upi,slice,slice,english
"For Priya's treat, paid 6669.29 by slice from Fi Money",6669.29,friends,upi,slice,slice,english
17026 paid for lab tests at dentist using Yes Bank Fi Money.,17026,healthcare,upi,fi,yes bank,english
electricity bill ki bill 4720 pay ki cred se,4720,utilities,upi,cred,,english
Indian Oil ki cab ke 3129 card se transfer kar diye,3129,travel,card,,,hinglish
"Went to SonyLIV, spent 2560, paid by Visa",2560,entertainment,card,,,english
NPS ke liye 32108.83 ka payment cred se kiya.,32108.83,investment,upi,cred,,english
water bill bill 2085 done via cash,2085,utilities,cash,,,english
38069.67 transferred for FD via CRED.,38069.67,investment,upi,cred,,english
"2857 to doctor for medicine, paid with BHIM.",2857,healthcare,upi,bhim,,english
Paid 4545 for DTH recharge through Fi,4545,utilities,upi,fi,fi,english
Airtel recharge payment of 1782 done on Google Pay,1782,utilities,upi,gpay,,ocr_upi
Payment of 5599 for Sneha from IndusInd account via CRED.,5599,friends,upi,cred,indusind,ocr_upi
For checkup at eye clinic 4768 rupees cash se.,4768,healthcare,cash,,,english
"wifi bill ka recharge kiya hai 1633 ka, Fi Money pe",1633,utilities,upi,fi,fi,hinglish
Swiggy ka khana 431 ka pay se payment hua,431,food,unknown,,,voice
Allen coaching course 52987.01 by cred,52987.01,education,upi,cred,,english
Allen coaching course 58104 jupiter,58104,education,upi,jupiter,jupiter,ocr_receipt
Behrouz pe 1787 ka bill credit card kiya,1787,food,upi,cred,,hinglish
3230 ka Airtel recharge payment done via phonepe,3230,utilities,upi,phonepe,,hinglish
Payment of 34615 to stationery successful on cash.,34615,education,cash,,,ocr_upi
Rahul ko 5364 bheje State Bank ke through,5364,friends,unknown,,sbi,hinglish
Spotify ka 1059.34 cash se cut gaya yaar,1059.34,entertainment,cash,,,hinglish
Monthly home loan EMI payment of 26082.62 through Visa,26082.62,emi,card,,,ocr_upi
"Bhai, home loan EMI ka 37682.68 de diya cash se",37682.68,emi,cash,,,hinglish
"Haldirams bill paid, 1806 via Phone Pe",1806,food,upi,phonepe,,ocr_upi
lab test ke 7844.72 paytm kar diye,7844.72,healthcare,upi,paytm,,voice
aaj sister ne 8043.86 phonepe kiya wapas,8043.86,friends,upi,phonepe,,voice
Deducted 7926 for SpiceJet booking.,7926,travel,unknown,,,english
woh 8739.17 jo roommate ne manga tha paid by Google Pay,8739.17,friends,upi,gpay,,voice
sovereign gold bond pe 11940 ka order confirm credit card se,11940,investment,upi,cred,fi,hinglish
Indian Oil ke liye 702 cash se diya,702,travel,cash,,,hinglish
Lenskart ko 7643 transfer kiye card se,7643,shopping,card,,,hinglish
doctor net amount 22744 Niyo,22744,healthcare,upi,niyo,niyo,ocr_receipt
fees course ke liye 27847.34 PayTM kiya,27847.34,education,upi,paytm,,voice
sister paid back 5300 via cash,5300,friends,cash,,,ocr_receipt
21915 credit card EMI ke liye Canara Bank se pay kiya,21915,emi,upi,cred,canara,hinglish
Just paid 7993 at Myntra,7993,shopping,unknown,,,english
Snacks Subway 1655 Fi Money,1655,food,upi,fi,fi,ocr_upi
diagnostic center ke liye 13158 pay kiya cash se,13158,healthcare,cash,,,hinglish
main 553 water bill ka bill bhara,553,utilities,unknown,,,voice
1031.25 for Hotstar via Jupiter from Slice,1031.25,entertainment,upi,slice,jupiter,english
"Bhook lag rahi thi, Behrouz se 1897 ka order Jupiter se kiya",1897,food,upi,jupiter,jupiter,hinglish
Groww pe 34977.31 ka order confirm cred se,34977.31,investment,upi,cred,fi,hinglish
main 2035 doctor ko card se de diya,2035,healthcare,card,,,voice
1304 Ola driver ko cash diya,1304,travel,cash,,,hinglish
"196 udd gaya BigBasket pe khane mein, cash diya",196,food,cash,,,hinglish
lab test ke paise 14144 slice se deduct hue,14144,healthcare,upi,slice,slice,hinglish
PVR annual plan 455 from HDFC account,455,entertainment,unknown,,hdfc,english
8550.98 ki sovereign gold bond ki purchase PayTM se,8550.98,investment,upi,paytm,,hinglish
physio ka payment 18437 card se diya,18437,healthcare,card,,,hinglish
57635 spent on books using Jupiter,57635,education,upi,jupiter,jupiter,english
Bewakoof ke liye 4196.54 ka payment cash se kiya,4196.54,shopping,cash,,,english
Chai-samosa ke liye Dominos mein 342.82 spend kiye Slice pe,342.82,food,upi,slice,slice,hinglish
Rahul borrowed 9086.17 paid back via jupiter,9086.17,friends,upi,jupiter,jupiter,ocr_receipt
fees 20784 tuition ko diya cash,20784,education,cash,,,voice
Visa se car loan EMI ka 2011 bheja,2011,emi,card,,,english
IndiGo toll charge 9272 BHIM,9272,travel,upi,bhim,,ocr_receipt
Paid 46142.14 towards mutual fund SIP with Niyo,46142.14,investment,upi,niyo,niyo,ocr_receipt
Cleartrip se 7144 ka recharge karaya.,7144,travel,unknown,,,english
Dominos ka khana 283 ka pay se payment hua,283,food,unknown,,,voice
slice se tuition ko 17058,17058,education,upi,slice,slice,english
Blinkit par 875 ka bill Federal Bank card se,875,food,card,,federal bank,ocr_receipt
paid 48808 for monthly crypto from account,48808,investment,unknown,,,voice
Cleartrip travel expense 7509 deducted from PNB,7509,travel,unknown,,pnb,hinglish
7174.45 spent on Tata CLiQ via cred,7174.45,shopping,upi,cred,,ocr_upi
Added 13264 to PPF via cred,13264,investment,upi,cred,,ocr_upi
"Blinkit se biryani mangwai, 345 pay kiya RBL Bank card se",345,food,card,,rbl,hinglish
EMI 18044 to Kotak Mahindra using Visa,18044,emi,card,,kotak,ocr_receipt
Booked Coursera course for 53633 through Jupiter.,53633,education,upi,jupiter,jupiter,ocr_upi
Flipkart order 27297.62 paid by Phone Pe,27297.62,shopping,upi,phonepe,,ocr_receipt
brother bhai ko 838.76 bej diya cash pe,838.76,friends,cash,,,hinglish
personal loan EMI payment of 11465.72 done with Mastercard,11465.72,emi,card,,,english
restaurant pe 1624 ka bill GPay kiya,1624,food,upi,gpay,,hinglish
"McDonald's meal, paid 402 via BHIM",402,food,upi,bhim,,ocr_upi
8339.47 sent to Ananya for weekend plan expenses using BHIM,8339.47,friends,upi,bhim,,english
"Croma ka order 24509.16 mein, paid by jupiter",24509.16,shopping,upi,jupiter,jupiter,hinglish
SpiceJet par 1768 spend via cred from,1768,travel,upi,cred,,ocr_upi
Burger King pe 1506 ka online order gpay se kiya,1506,food,upi,gpay,,voice
water bill recharge of 4875.13 with Phone Pe,4875.13,utilities,upi,phonepe,,english
"Bhai, kal restaurant pe 937 kharcha hua Mastercard pe",937,food,card,,,hinglish
Monthly broadband 3926.51 BHIM,3926.51,utilities,upi,bhim,,ocr_receipt
21567.18 invested in gold using PhonePe,21567.18,investment,upi,phonepe,,ocr_receipt
8518 deducted for Nykaa on card,8518,shopping,card,,,ocr_upi
Reliance Digital shopping 14422.05 upi Jupiter,14422.05,shopping,upi,jupiter,jupiter,voice
metro ki app se 5534 ka ticket liya niyo se,5534,travel,upi,niyo,niyo,hinglish
woh 9163 jo Neha ne manga tha paid by GPay,9163,friends,upi,gpay,,voice
Quick bite Subway 706 Fi Money,706,food,upi,fi,fi,ocr_receipt
Angel One ke liye 10026.76 invest kiya bhai,10026.76,investment,unknown,,,hinglish
Indian Oil ki cab ke 11389 cash se transfer kar diye,11389,travel,cash,,,hinglish
"rent ke liye cash diya 4338.29 ki, baad me Fi se adjust karunga",4338.29,utilities,upi,fi,fi,hinglish
Apollo Pharmacy ka 6935 ka bill Axis ke card se pay,6935,healthcare,card,,axis,hinglish
3704 exam fee ka payment kar diya BHIM pe,3704,education,upi,bhim,,hinglish
aaj Zomato Gold me 2179.58 kharch kare Jupiter se,2179.58,entertainment,upi,jupiter,jupiter,voice
30010 ki credit card EMI bhari Fi Money ke through,30010,emi,upi,cred,fi,hinglish
"Just cleared my Airtel recharge, 2051.10 paid on jupiter",2051.10,utilities,upi,jupiter,jupiter,english
broadband 2376 paid through cash from ICICI Bank,2376,utilities,cash,,icici,voice
school fees coaching ka advance 18813 dedo,18813,education,unknown,,,hinglish
"SpiceJet ne 8147 ka ride liya, payment slice se",8147,travel,upi,slice,slice,hinglish
39451 index fund mein daale via cred,39451,investment,upi,cred,,hinglish
Bewakoof ka bill 953 paid by BHIM,953,shopping,upi,bhim,,voice
wifi bill ka bill 4150 cash se diya,4150,utilities,upi,fi,fi,hinglish
Lenskart ko 2670 transfer kiye Union Bank card se,2670,shopping,card,,union bank,hinglish
aaj Netflix movie for 1269 on Mastercard from,1269,entertainment,card,,,voice
Hotstar ke live concert ke liye 1709 pay kiye card se,1709,entertainment,card,,,hinglish
38747 ki Angel One ki purchase PhonePe se,38747,investment,upi,phonepe,,hinglish
"Split the hotel cost with Karan, my part 8561 jupiter",8561,friends,upi,jupiter,jupiter,english
Amazon online order 3325.44 paid by debit card,3325.44,shopping,card,,,ocr_receipt
Rahul ka udhaar 9884.15 vapas kiya Fi pe,9884.15,friends,upi,fi,fi,voice
Deducted 606 on Google Pay for wifi bill,606,utilities,upi,gpay,fi,ocr_upi
Direct credit card se mess ko 1102.69 transfer kiya khane ka,1102.69,food,upi,cred,,hinglish
aaj Ola par 4308.82 kharcha hua card se,4308.82,travel,card,,,voice
Medicine from physio 2400.25 on CRED,2400.25,healthcare,upi,cred,,ocr_receipt
"Yaar, dhaba ka bill 1843 aaya, niyo se clear kiya",1843,food,upi,niyo,niyo,hinglish
bike loan EMI ka 25357 debit card se diya,25357,emi,card,,,hinglish
Hotstar concert ticket 611 paid by gpay,611,entertainment,upi,gpay,,voice
Deducted 32956 for home loan EMI from Kotak Mahindra account,32956,emi,unknown,,kotak,english
PharmEasy ka 18534 ka bill Yes Bank ke card se pay,18534,healthcare,card,,yes bank,hinglish
Hotstar movie tickets 2344 cash,2344,entertainment,cash,,,english
Apple Music ka 1959 niyo se cut gaya yaar,1959,entertainment,upi,niyo,niyo,hinglish
cash through SBI for Croma 27368.60,27368.60,shopping,cash,,sbi,ocr_upi
wifi bill ke paise 76.64 kat gaye from SBI,76.64,utilities,upi,fi,sbi,hinglish
bhai Karan ko cash diya 5182 wapas,5182,friends,cash,,,voice
PharmEasy ka bill 24777 cred pe clear kiya,24777,healthcare,upi,cred,,hinglish
Burger King bill 1304.32 paid with credit card,1304.32,food,upi,cred,,ocr_receipt
aaj food delivery Dominos 321 cred ke through,321,food,upi,cred,,voice
Direct cash se KFC ko 250.22 transfer kiya khane ka,250.22,food,cash,,,hinglish
39346 transferred for bike loan EMI using debit card,39346,emi,card,,,ocr_upi
2346 rs Biryani Blues ko diya phonepe se,2346,food,upi,phonepe,,voice
home loan EMI for 12845 using Axis cash,12845,emi,cash,,axis,ocr_receipt
2230.13 SonyLIV ki membership renew kardi Paytm pe se,2230.13,entertainment,upi,paytm,,hinglish
exam fee ka payment 40981.01 BHIM se kar diya,40981.01,education,upi,bhim,,voice
Booked Indian Oil ticket for 1727 via PayTM.,1727,travel,upi,paytm,,english
"720 repaid to friend for the book, used GPay",720,friends,upi,gpay,,english
23811 added to gold from Canara Bank,23811,investment,unknown,,canara,ocr_receipt
Paid 3759 for rent through Visa,3759,utilities,card,,,english
card use karke credit card EMI ka 18761 dedo,18761,emi,upi,cred,,hinglish
Goibibo me 3392.16 ka payment ho gaya credit card se,3392.16,travel,upi,cred,,voice
2337 Apple Music subscription ke liye de diye,2337,entertainment,unknown,,,hinglish
aaj Angel One ka 10789 debit hua phonepe se,10789,investment,upi,phonepe,,voice
1130.13 paid via cash for Karan.,1130.13,friends,cash,,,ocr_upi
UPI payment to Neha for 7534 using GPay.,7534,friends,upi,gpay,,ocr_upi
debit card se wifi bill ko 4166 transfer kiya,4166,utilities,upi,fi,fi,hinglish
main IndiGo ko 5115 de diya cash me,5115,travel,cash,,,voice
"Bhai, home loan EMI ka 2698 de diya cash se",2698,emi,cash,,,hinglish
Fuel at MakeMyTrip for 3482 using cash,3482,travel,cash,,,ocr_upi
education loan EMI ka bill 35857 clear kiya card ke through,35857,emi,card,,,voice
"Bhai, water bill ka bill clear kar diya 3324 ka, Fi ke card se",3324,utilities,upi,fi,fi,hinglish
aaj cafe se snack liya 250.09 ka upi se,250.09,food,unknown,,,voice
checkup 8713 UPI PayTM.,8713,healthcare,upi,paytm,,english
stocks ko 27929.46 transfer kiya phonepe ke through,27929.46,investment,upi,phonepe,,hinglish
paid 48268.82 for Angel One via PayTM,48268.82,investment,upi,paytm,,voice
doctor consultation fee 13066 paytm pe.,13066,healthcare,upi,paytm,,english
"Went to Hotstar, spent 2921, paid by cash",2921,entertainment,cash,,,english
recurring deposit mein 23625 add kiya Jupiter se,23625,investment,upi,jupiter,jupiter,hinglish
32672 paid towards car loan EMI through Mastercard,32672,emi,card,,,ocr_upi
IndiGo for 11516 on cash,11516,travel,cash,,,ocr_receipt
maintenance auto-debit of 2240 from Canara,2240,utilities,card,,canara,ocr_receipt
"Online order on FirstCry for 7503, paid by Paytm",7503,shopping,upi,paytm,fi,english
Fees for school fees 12679.98 paid by debit card,12679.98,education,card,,,english
paid 2289.36 to SonyLIV via bhim,2289.36,entertainment,upi,bhim,,voice
merchant ne 8674 liya cash mein for checkup,8674,healthcare,cash,,,voice
gas bill ka 5000 ka bill auto-debit ho gaya Google Pay se,5000,utilities,upi,gpay,,hinglish
Paid 14524.59 to Amazon via card,14524.59,shopping,card,,,ocr_upi
physio ka 20776 ka bill Union Bank ke card se pay,20776,healthcare,card,,union bank,hinglish
12322 for medicines at Apollo Pharmacy cash payment.,12322,healthcare,cash,,,english
"Arjun ke liye book mangaayi, 1007 advance diya",1007,friends,unknown,,,hinglish
Priya to credit card 1536 for dinner split,1536,friends,upi,cred,,voice
PPF investment of 14451.72 done,14451.72,investment,unknown,,,ocr_upi
Payment of 1900 to physio successful via BHIM,1900,healthcare,upi,bhim,,ocr_upi
SonyLIV recharge 2009 using cash,2009,entertainment,cash,,,ocr_receipt
Angel One auto debit of 21253 successful on PayTM,21253,investment,upi,paytm,,ocr_upi
MedPlus consultation 5891.58 paid with BOB cash,5891.58,healthcare,cash,,bob,ocr_upi
"flatmate owes me 9913 for lunch, paid via cash",9913,friends,cash,,,english
doctor bill of 1343 on cash.,1343,healthcare,cash,,,english
upGrad ki book 18411.61 ki li GPay se,18411.61,education,upi,gpay,,voice
"Neha ka birthday treat, 1850.05 contribute kiya cash",1850.05,friends,cash,,,hinglish
"54459.72 ka course liya tuition pe, card se payment hua",54459.72,education,card,,,hinglish
mutual fund SIP ke liye 29477.07 ka payment cred se kiya.,29477.07,investment,upi,cred,,english
"Nykaa ka order 28248.08 mein, paid by Slice",28248.08,shopping,upi,slice,slice,hinglish
"Bhook lag rahi thi, KFC se 194 ka order bhim se kiya",194,food,upi,bhim,,hinglish
i bought from mall for 18705 with phonepe,18705,shopping,upi,phonepe,,voice
EMI for personal loan EMI - 21766.23 using Mastercard,21766.23,emi,card,,,english
"coaching se material mangaya, 54981 diye Jupiter se",54981,education,upi,jupiter,jupiter,hinglish
19734 crypto mein daale via debit card,19734,investment,card,,,hinglish
Payment of 23599.33 to Apollo Pharmacy successful via credit card,23599.33,healthcare,upi,cred,,ocr_upi
niyo se home loan EMI ka 1902 bheja,1902,emi,upi,niyo,niyo,english
aaj Jio recharge ka bill gaya 1972 cred se,1972,utilities,upi,cred,,voice
"13562 petrol pump ko diya for booking, paid via card",13562,travel,card,,,hinglish
Steam ke liye 2485 ka payment cash se kiya,2485,entertainment,cash,,,english
metro ke liye 4552 ka payment cash se,4552,travel,cash,,,ocr_upi
9356 ki Angel One ki purchase slice se,9356,investment,upi,slice,slice,hinglish
"Bhai, kal Zomato pe 936 kharcha hua Mastercard pe",936,food,card,,,hinglish
Rahul ko 7041 udhaar diya cash se,7041,friends,cash,,,hinglish
"Karan ko 806 udhaar liya yaar, kal return karunga",806,friends,unknown,,,hinglish
bhai ke saath McDonald's mein khana khaya 682 ka bill Niyo se,682,food,upi,niyo,niyo,voice
Sneha ko 1512 udhaar diya CRED se,1512,friends,upi,cred,,hinglish
"6796 Indian Oil ko diya for booking, paid via gpay",6796,travel,upi,gpay,,hinglish
"Online order on Lenskart for 9445, paid by phonepe",9445,shopping,upi,phonepe,,english
cash payment of 1747 to Zomato successful,1747,food,cash,,,ocr_upi
SonyLIV membership renewal 2055 via cash,2055,entertainment,cash,,,english
broadband ke liye 3963 ka payment kiya cred se,3963,utilities,upi,cred,,hinglish
doctor ko checkup ke 1197 cash diye,1197,healthcare,cash,,,hinglish
"Neha ko 3627.38 udhaar liya yaar, kal return karunga",3627.38,friends,unknown,,,hinglish
Khana McDonald's 772.97 paid by cred,772.97,food,upi,cred,,ocr_upi
doctor ko checkup ke 5695 cash diye,5695,healthcare,cash,,,hinglish
books online course 52495.97 via Phone Pe,52495.97,education,upi,phonepe,,ocr_receipt
main 4775 doctor ko niyo se de diya,4775,healthcare,upi,niyo,niyo,voice
UPI payment of 3801 for rent via CRED,3801,utilities,upi,cred,,ocr_upi
personal loan EMI 13420.57 deducted via card,13420.57,emi,card,,,ocr_receipt
gold 42573.41 payment done with Slice,42573.41,investment,upi,slice,slice,ocr_upi
"Kharcha hua mall pe 12183, slice use kiya",12183,shopping,upi,slice,slice,hinglish
"brother ke liye book mangaayi, 7578 advance diya",7578,friends,unknown,,,hinglish
IndiGo pe 8004.34 spend kiye using Federal Bank UPI,8004.34,travel,unknown,,federal bank,hinglish
"Drove together, friend ne petrol ka 331 diya",331,friends,unknown,,,hinglish
bhai Arjun ko cash diya 5757.93 wapas,5757.93,friends,cash,,,voice
mess 2154 rupees credit card,2154,food,upi,cred,,ocr_receipt
Airtel recharge recharge for 2634 using jupiter from YES BANK,2634,utilities,upi,jupiter,yes bank,ocr_upi
Uber se 12208 ka bill clear kiya Fi Money ke through,12208,travel,upi,fi,fi,hinglish
Steam ke liye 2602 ka payment PhonePe se kiya,2602,entertainment,upi,phonepe,,english
mobile recharge recharge 1256 kiya Phone Pe pe,1256,utilities,upi,phonepe,,voice
main car loan EMI ka 17008 de diya Visa se,17008,emi,card,,,voice
3984 for Airtel recharge using Slice card,3984,utilities,upi,slice,slice,english
brother recharge of 3525 via cash.,3525,friends,cash,,,ocr_upi
"Karan ko 6218.39 udhaar liya yaar, kal return karunga",6218.39,friends,unknown,,,hinglish
