text,amount,category,payment_method,location,notes
aaj bus ticket lia 6052 rupye card se pay kia,6052,travel,card,,
internet recharge recharge kya 26351 rupaiye cash se,26351,utilities,cash,,
uber ride ka kiraya 5430 rs diyee cash se,5430,travel,cash,,
Uber ride INR 10826,10826,travel,upi,,
ola cab ki ticket 6339 rs. me book kia upi se,6339,travel,upi,,
Netflix subscription INR 34990,34990,entertainment,card,,
Netflix subscription INR 10561,10561,entertainment,card,,
41591 rupaye fixed deposit investment me daale upi se,41591,investment,upi,,
Bike loan EMI INR 22161,22161,emi,card,,
loan ka car loan emi 1982 rs. card se pay kiya,1982,emi,card,,
online course subscription ki fees 40270 rupay upi se bhara,40270,education,upi,,
online course subscription ki fees 29654 rupye upi se bharaa,29654,education,upi,,
online clothing store bill se 28217 ka saman liyaa card se pay kya,28217,shopping,card,,
aaj mutual fund sip me 32642 rupye lagaye upi se,32642,investment,upi,,
14353 rs. ka pharmacy medicine purchase bill aaya card se pay kiyaa,14353,healthcare,card,,
online course subscription ki fees 29323 rs card se bharaa,29323,education,card,,
Food court payment INR 7764,7764,food,cash,,
Game purchase INR 13967,13967,entertainment,cash,,
home loan emi ki EMI 45326 rupye cash se bhra,45326,emi,cash,,
Electronics shopping INR 6159,6159,shopping,cash,,
cafe coffee me 16210 rupaye ka khana khya upi se,16210,food,upi,,
clothing store bill se 27285 rupaye ka shopping kiyaa cash se,27285,shopping,cash,,
Stock purchase INR 21141,21141,investment,cash,,
stock purchase ka SIP 3326 rs. cash se bhara,3326,investment,cash,,
library fee ki fees 10086 rupaiye upi se bharra,10086,education,upi,,
37992 rupay crypto investment me daale upi se,37992,investment,upi,,
Library fee INR 47233,47233,education,upi,,
Doctor consultation INR 22665,22665,healthcare,card,,
27426 rs. ka medical test charges bill aaya cash se pay kia,27426,healthcare,cash,,
32661 rs ka pharmacy medicine purchase bill aaya card se pay kiyaa,32661,healthcare,card,,
aaj fixed deposit investment me 24075 rs lagaye card se,24075,investment,card,,
Stock purchase INR 40882,40882,investment,upi,,
16812 rs. ka electricity bill payment bill pay kiya cash se,16812,utilities,cash,,
food court payment ka khana 15072 rupye me aaya cash se die,15072,food,cash,,
hospital bill pe 14208 rupye khrcha hui davai pe cash se,14208,healthcare,cash,,
College fees payment INR 12066,12066,education,upi,,
Flipkart order INR 22831,22831,shopping,card,,
"swiggy order pe 5692 ka bill tha, cash se pay kiya",5692,food,cash,,
Cafe coffee INR 16210,16210,food,upi,,
Hospital bill INR 48731,48731,healthcare,upi,,
online course subscription ka course 2436 rupaye me liyaa upi se pay kia,2436,education,upi,,
6918 rupay die exam fee ke liye cash se,6918,education,cash,,
zomato dinner ka khana 22420 rupay me aaya cash se die,22420,food,cash,,
medical test charges pe 14407 rupaiye karcha hui davai pe cash se,14407,healthcare,cash,,
padhai ke liye exam fee pe 8008 rupay karcha kiya upi se,8008,education,upi,,
medical test charges me 48991 rupay karcha hua card se diyee,48991,healthcare,card,,
Netflix subscription INR 25225,25225,entertainment,upi,,
Hospital bill INR 12672,12672,healthcare,upi,,
Water bill INR 10694,10694,utilities,card,,
Pizza delivery INR 33055,33055,food,card,,
gas bill payment ka bill 22211 rupay card se bhara,22211,utilities,card,,
Medical test charges INR 49075,49075,healthcare,cash,,
Doctor consultation INR 29081,29081,healthcare,upi,,
Hospital bill INR 49357,49357,healthcare,cash,,
Food court payment INR 49572,49572,food,upi,,
Concert ticket INR 38968,38968,entertainment,card,,
Uber ride INR 48006,48006,travel,cash,,
Netflix subscription INR 22830,22830,entertainment,card,,
concert ticket ka ticket 17749 rupye me liyaa card se,17749,entertainment,card,,
padhai ke liye exam fee pe 36422 rupye khrcha kiyaa card se,36422,education,card,,
Mobile recharge INR 44496,44496,utilities,card,,
Car loan EMI INR 14490,14490,emi,upi,,
aaj cafe coffee se khana order kiya 6886 rs cash se diyee,6886,food,cash,,
netflix subscription dekha 33127 rupaye laga card se diye,33127,entertainment,card,,
30612 rs. diy library fee ke liye card se,30612,education,card,,
Water bill INR 17251,17251,utilities,cash,,
Stock purchase INR 19455,19455,investment,cash,,
"cafe coffee pe 26652 ka bill tha, upi se pay kia",26652,food,upi,,
electricity bill payment recharge kiya 20235 rupay upi se,20235,utilities,upi,,
drop table users;,0,error,,,
Flight ticket booking INR 38937,38937,travel,card,,
Mobile recharge INR 27870,27870,utilities,card,,
exam fee ki fees 19939 rupaiye card se bhara,19939,education,card,,
32186 rupaye ka credit card emi installment card se diye,32186,emi,card,,
Pharmacy medicine purchase INR 40800,40800,healthcare,cash,,
pharmacy medicine purchase me 8723 rupaye karcha hua card se diye,8723,healthcare,card,,
Cafe coffee INR 32565,32565,food,upi,,
Hotel booking INR 18691,18691,travel,card,,
pharmacy medicine purchase me 3194 rupay kharch hua card se die,3194,healthcare,card,,
swiggy order me 19434 rs ka khana khayaa upi se,19434,food,upi,,
8400 rupaiye karcha kia concert ticket pe upi se,8400,entertainment,upi,,
aaj cafe coffee se khana order kiyaa 26652 rupye upi se diye,26652,food,upi,,
48576 rs lga hotel booking me card se diye,48576,travel,card,,
drop table users;,,misc,unknown,NaN,
food court payment me 42951 rs ka khana khayaa upi se,42951,food,upi,,
Personal loan installment INR 1161,1161,emi,upi,,
11349 rupaye mutual fund sip me daale upi se,11349,investment,upi,,
<script>alert('xss')</script>,99999999,1234,paypal,NaN,
flight ticket booking ki ticket 40894 rs. me book kya upi se,40894,travel,upi,,
9321 rupye diye exam fee ke liye upi se,9321,education,upi,,
aaj hotel booking lya 32684 rupaye upi se pay kya,32684,travel,upi,,
26526 rs ka doctor consultation bill aaya upi se pay kiyaa,26526,healthcare,upi,,
hospital bill pe 16643 rs. karcha hui davai pe card se,16643,healthcare,card,,
Pharmacy medicine purchase INR 34356,34356,healthcare,card,,
18134 rs. ka order diyee electronics shopping pe cash se,18134,shopping,cash,,
Mutual fund SIP INR 13070,13070,investment,cash,,
Swiggy order INR 42755,42755,food,upi,,
Flight ticket booking INR 48115,48115,travel,card,,
online shopping payment se 21769 rupaiye ka shopping kia upi se,21769,shopping,upi,,
Credit card EMI INR 2925,2925,emi,cash,,
Electricity bill payment INR 35065,35065,utilities,card,,
29140 rupay diyee library fee ke liye cash se,29140,education,cash,,
Mobile recharge INR 47207,47207,utilities,card,,
48592 rs. kharchaa kya concert ticket pe upi se,48592,entertainment,upi,,
37144 rupaiye ka water bill bill pay kia cash se,37144,utilities,cash,,
car loan emi EMI 6265 rs kat gaye cash se,6265,emi,cash,,
Bus ticket INR 606,606,travel,cash,,
internet recharge recharge kiya 16152 rupaye upi se,16152,utilities,upi,,
Mutual fund SIP INR 49755,49755,investment,upi,,
doctor consultation pe 18296 rupye kharcha hui davai pe card se,18296,healthcare,card,,
library fee ka course 27216 rupaye me lya upi se pay kiyaa,27216,education,upi,,
ppf contribution me 36799 rupye invest kiya card se,36799,investment,card,,
netflix subscription ka ticket 16459 rs me liya card se,16459,entertainment,card,,
,five hundred,shopping_err,ccard,,
5785 rs ka mobile recharge bill pay kiya cash se,5785,utilities,cash,,
netflix subscription ka ticket 10561 rs. me lya card se,10561,entertainment,card,,
5495 rupye ka order die clothing store bill pe upi se,5495,shopping,upi,,
test transaction do not process,99999999,error,unknown,,
concert ticket ka subscription 14459 rupye cash se renew kiyaa,14459,entertainment,cash,,
Doctor consultation INR 33391,33391,healthcare,card,,
Amazon purchase INR 40704,40704,shopping,upi,,
,0,,123,,
Food court payment INR 6853,6853,food,card,,
44364 rs kharch kya netflix subscription pe upi se,44364,entertainment,upi,,
crypto investment me 507 rs. invest kia card se,507,investment,card,,
College fees payment INR 18328,18328,education,card,,
ola cab ki ticket 48830 rupaye me book kiyaa card se,48830,travel,card,,
flipkart order se 34314 rs. ka shopping kiya card se,34314,shopping,card,,
Water bill INR 30372,30372,utilities,upi,,
Mutual fund SIP INR 33113,33113,investment,card,,
Exam fee INR 49514,49514,education,upi,,
Mobile recharge INR 23236,23236,utilities,upi,,
Pizza delivery INR 24464,24464,food,upi,,
Train ticket IRCTC INR 26301,26301,travel,cash,,
Mutual fund SIP INR 11349,11349,investment,upi,,
netflix subscription ka ticket 38905 rupay me liya upi se,38905,entertainment,upi,,
Personal loan installment INR 26025,26025,emi,upi,,
25897 rupaye ka pharmacy medicine purchase bill aaya cash se pay kya,25897,healthcare,cash,,
loan ka credit card emi 18302 rs. upi se pay kiyaa,18302,emi,upi,,
aaj zomato dinner se khana order kiyaa 5894 rupaiye cash se diye,5894,food,cash,,
14153 rupaiye ka credit card emi installment cash se die,14153,emi,cash,,
doctor ke yahan 9473 rupye lagaa card se diye,9473,healthcare,card,,
drop table users;,NULL,error,ccard,NULL,
hotel booking ki ticket 4219 rs me book kiya cash se,4219,travel,cash,,
personal loan installment EMI 35959 rs. kat gaye cash se,35959,emi,cash,,
Medical test charges INR 47042,47042,healthcare,card,,
home loan emi ki EMI 40384 rupaye upi se bharra,40384,emi,upi,,
library fee ki fees 12710 rupaye card se bharaa,12710,education,card,,
Messy outlier tx 123,"1,000",1234,paypal,123,
Pharmacy medicine purchase INR 15868,15868,healthcare,cash,,
Mobile recharge INR 31674,31674,utilities,cash,,
10465 rupaye lga uber ride me card se diyee,10465,travel,card,,
NaN,NaN,shopping_err,unknown,NaN,
doctor consultation pe 38968 rupaiye kharcha hui davai pe card se,38968,healthcare,card,,
Restaurant bill INR 10308,10308,food,cash,,
library fee ka course 47809 rupay me lia card se pay kiyaa,47809,education,card,,
aaj pizza delivery se khana order kya 41083 rs card se diyee,41083,food,card,,
online course subscription ka course 26545 rupaye me lya upi se pay kya,26545,education,upi,,
Online course subscription INR 29654,29654,education,upi,,
medical test charges me 14034 rs khrcha hua cash se die,14034,healthcare,cash,,
48781 rs. ka water bill bill pay kiyaa card se,48781,utilities,card,,
Mutual fund SIP INR 44947,44947,investment,upi,,
Cafe coffee INR 37514,37514,food,card,,
39223 rs kharcha kia pizza delivery pe card se,39223,food,card,,
hospital bill me 49357 rupaye kharch hua cash se die,49357,healthcare,cash,,
"swiggy order pe 25051 ka bill tha, cash se pay kiyaa",25051,food,cash,,
Water bill INR 15823,15823,utilities,upi,,
clothing store bill pe shopping kya 27285 rupay khrcha cash se,27285,shopping,cash,,
Flight ticket booking INR 14784,14784,travel,cash,,
PPF contribution INR 197,197,investment,card,,
loan ka credit card emi 31518 rs cash se pay kiya,31518,emi,cash,,
Messy outlier tx 123,"1,000",error,csh,,
library fee ki fees 43194 rs upi se bhara,43194,education,upi,,
padhai ke liye online course subscription pe 8719 rs kharch kiya card se,8719,education,card,,
doctor ke yahan 17462 rs laga cash se diye,17462,healthcare,cash,,
Concert ticket INR 36577,36577,entertainment,card,,
padhai ke liye college fees payment pe 31269 rs. kharchaa kiya card se,31269,education,card,,
Mutual fund SIP INR 40444,40444,investment,cash,,
Zomato dinner INR 22420,22420,food,cash,,
Fixed deposit investment INR 47076,47076,investment,upi,,
hospital bill me 13118 rupye karcha hua card se diye,13118,healthcare,card,,
Mutual fund SIP INR 29848,29848,investment,upi,,
online shopping payment pe shopping kya 28164 rupaye kharcha card se,28164,shopping,card,,
Cafe coffee INR 47177,47177,food,cash,,
Hospital bill INR 21596,21596,healthcare,upi,,
medical test charges me 1654 rs kharcha hua card se diy,1654,healthcare,card,,
Crypto investment INR 1610,1610,investment,upi,,
11279 rupaye ka hospital bill bill aaya cash se pay kia,11279,healthcare,cash,,
library fee ka course 24613 rupay me lya cash se pay kiya,24613,education,cash,,
Crypto investment INR 41878,41878,investment,upi,,
Movie ticket booking INR 9062,9062,entertainment,cash,,
Hospital bill INR 2679,2679,healthcare,cash,,
mobile recharge recharge kya 23236 rupaye upi se,23236,utilities,upi,,
16565 rupye ka order die online shopping payment pe upi se,16565,shopping,upi,,
library fee ka course 37624 rupay me liya card se pay kiyaa,37624,education,card,,
Amazon purchase INR 19936,19936,shopping,upi,,
Bus ticket INR 33914,33914,travel,card,,
concert ticket ka ticket 18708 rupaiye me liya card se,18708,entertainment,card,,
Food court payment INR 29176,29176,food,card,,
4436 rupay diyee exam fee ke liye cash se,4436,education,cash,,
ppf contribution me 43294 rupye invest kia upi se,43294,investment,upi,,
doctor consultation pe 35787 rs kharcha hui davai pe card se,35787,healthcare,card,,
"cafe coffee pe 19701 ka bill tha, upi se pay kiya",19701,food,upi,,
mobile recharge recharge kya 35489 rs cash se,35489,utilities,cash,,
Messy outlier tx 123,,blabla,bitcoin,,
Concert ticket INR 21214,21214,entertainment,upi,,
Electricity bill payment INR 11093,11093,utilities,upi,,
Mobile recharge INR 7893,7893,utilities,upi,,
Home loan EMI INR 4088,4088,emi,cash,,
Credit card EMI INR 46342,46342,emi,card,,
Mobile recharge INR 49627,49627,utilities,upi,,
online electronics shopping se 18715 ka saman lia upi se pay kya,18715,shopping,upi,,
Flipkart order INR 2659,2659,shopping,cash,,
Messy outlier tx 123,NULL,misc,bitcoin,,
Game purchase INR 9502,9502,entertainment,card,,
hospital bill pe 21596 rupaye kharchaa hui davai pe upi se,21596,healthcare,upi,,
7479 rs ka order diye flipkart order pe upi se,7479,shopping,upi,,
bike loan emi EMI 14361 rupye kat gaye card se,14361,emi,card,,
Messy outlier tx ,0,blabla,ccard,,
Electricity bill payment INR 20582,20582,utilities,cash,,
"food court payment pe 874 ka bill tha, upi se pay kya",874,food,upi,,
bike loan emi EMI 37761 rs. kat gaye card se,37761,emi,card,,
Ola cab INR 34453,34453,travel,cash,,
NaN,-5000,,ccard,,
Messy outlier tx ccard,0,shopping_err,csh,,
aaj flight ticket booking liyaa 38937 rupaye card se pay kya,38937,travel,card,,
17962 rs ka doctor consultation bill aaya cash se pay kiyaa,17962,healthcare,cash,,
Credit card EMI INR 40358,40358,emi,cash,,
train ticket irctc ki ticket 27394 rs me book kya card se,27394,travel,card,,
Online course subscription INR 4229,4229,education,card,,
game purchase dekha 19281 rs. laga card se die,19281,entertainment,card,,
34963 rupay diye exam fee ke liye upi se,34963,education,upi,,
Bus ticket INR 19311,19311,travel,card,,
amazon purchase pe shopping kia 32457 rupaye khrcha upi se,32457,shopping,upi,,
aaj food court payment se khana order kiyaa 7764 rupaiye cash se diye,7764,food,cash,,
drop table users;,-100,,unknown,,
Personal loan installment INR 41802,41802,emi,cash,,
netflix subscription dekha 3489 rupay laga upi se diyee,3489,entertainment,upi,,
Pizza delivery INR 32250,32250,food,cash,,
Electricity bill payment INR 18398,18398,utilities,upi,,
ppf contribution me 10474 rupye invest kia upi se,10474,investment,upi,,
Messy outlier tx ,"1,000",unknown,123,,
Messy outlier tx paypal,0,misc,unknown,,
7348 rupye ka electricity bill payment bill pay kiyaa card se,7348,utilities,card,,
Pharmacy medicine purchase INR 49301,49301,healthcare,cash,,
bus ticket ka kiraya 19311 rupay diy card se,19311,travel,card,,
College fees payment INR 21794,21794,education,card,,
Amazon purchase INR 25052,25052,shopping,upi,,
personal loan installment ki EMI 47268 rupay cash se bhara,47268,emi,cash,,
1351 rs. ka credit card emi installment card se diy,1351,emi,card,,
loan ka car loan emi 6157 rupaiye card se pay kiya,6157,emi,card,,
Library fee INR 34386,34386,education,upi,,
Internet recharge INR 742,742,utilities,card,,
gas bill payment recharge kiyaa 1407 rupaiye cash se,1407,utilities,cash,,
Swiggy order INR 10758,10758,food,card,,
online online shopping payment se 46189 ka saman lya upi se pay kya,46189,shopping,upi,,
Library fee INR 47809,47809,education,card,,
23938 rupay ka pharmacy medicine purchase bill aaya cash se pay kiyaa,23938,healthcare,cash,,
23236 rs ka mobile recharge bill pay kiya upi se,23236,utilities,upi,,
padhai ke liye college fees payment pe 29249 rupaiye karcha kia card se,29249,education,card,,
43691 rupay lgaa hotel booking me upi se diye,43691,travel,upi,,
null,-5000,shopping_err,,,
Concert ticket INR 46522,46522,entertainment,cash,,
game purchase dekha 264 rs. lga cash se diyee,264,entertainment,cash,,
18567 rupaiye kharcha kia movie ticket booking pe card se,18567,entertainment,card,,
43625 rs. ka water bill bill pay kiya upi se,43625,utilities,upi,,
46113 rs mutual fund sip me daale card se,46113,investment,card,,
cafe coffee me 11491 rs. ka khana khya upi se,11491,food,upi,,
personal loan installment EMI 13688 rupye kat gaye card se,13688,emi,card,,
Water bill INR 42371,42371,utilities,card,,
27700 rupaye diye college fees payment ke liye card se,27700,education,card,,
online flipkart order se 35043 ka saman liya card se pay kia,35043,shopping,card,,
16963 rupye ka internet recharge bill pay kiyaa cash se,16963,utilities,cash,,
NaN,-5000,1234,123,,
library fee ka course 12710 rs. me lya card se pay kiya,12710,education,card,,
aaj fixed deposit investment me 4831 rupay lagaye upi se,4831,investment,upi,,
45753 rupaye ka home loan emi installment cash se diyee,45753,emi,cash,,
Concert ticket INR 9640,9640,entertainment,cash,,
electricity bill payment recharge kia 12018 rupaye cash se,12018,utilities,cash,,
crypto investment me 41878 rupay invest kia upi se,41878,investment,upi,,
flipkart order se 35043 rupay ka shopping kya card se,35043,shopping,card,,
16172 rupay karcha kiya movie ticket booking pe upi se,16172,entertainment,upi,,
library fee ka course 46201 rupay me liya card se pay kiya,46201,education,card,,
Car loan EMI INR 45480,45480,emi,card,,
water bill recharge kia 46698 rupaye cash se,46698,utilities,cash,,
2852 rupaye karcha kiya movie ticket booking pe cash se,2852,entertainment,cash,,
library fee ki fees 44452 rupye card se bhra,44452,education,card,,
Hospital bill INR 32932,32932,healthcare,card,,
48981 rupay ka order diye flipkart order pe cash se,48981,shopping,cash,,
loan ka car loan emi 47417 rupaye cash se pay kya,47417,emi,cash,,
aaj mobile recharge ka 32382 rupaiye ka bill cash se bharaa,32382,utilities,cash,,
aaj swiggy order se khana order kia 42755 rupaiye upi se diy,42755,food,upi,,
Netflix subscription INR 44364,44364,entertainment,upi,,
home loan emi ki EMI 29470 rs. cash se bhara,29470,emi,cash,,
Hotel booking INR 40570,40570,travel,cash,,
aaj ppf contribution me 18507 rupaiye lagaye upi se,18507,investment,upi,,
concert ticket ka ticket 9640 rupay me lia cash se,9640,entertainment,cash,,
Gas bill payment INR 46672,46672,utilities,upi,,
ola cab ka kiraya 26683 rs. die card se,26683,travel,card,,
Clothing store bill INR 29471,29471,shopping,card,,
Messy outlier tx ,-100,misc,,,
Bus ticket INR 42963,42963,travel,cash,,
31001 rs. kharch kiyaa cafe coffee pe upi se,31001,food,upi,,
43331 rupaye diyee online course subscription ke liye upi se,43331,education,upi,,
bus ticket ki ticket 43845 rupay me book kya cash se,43845,travel,cash,,
Hotel booking INR 10523,10523,travel,card,,
Pizza delivery INR 46891,46891,food,cash,,
credit card emi ki EMI 4236 rs. cash se bharaa,4236,emi,cash,,
Personal loan installment INR 24322,24322,emi,upi,,
Doctor consultation INR 26612,26612,healthcare,card,,
Water bill INR 2800,2800,utilities,card,,
Library fee INR 24613,24613,education,cash,,
game purchase dekha 47916 rs laga cash se diy,47916,entertainment,cash,,
college fees payment ka course 20625 rupay me lya card se pay kiyaa,20625,education,card,,
Online shopping payment INR 43835,43835,shopping,card,,
34382 rupye diyee college fees payment ke liye upi se,34382,education,upi,,
ppf contribution ka SIP 40197 rs. upi se bharra,40197,investment,upi,,
clothing store bill se 25461 rs ka shopping kya upi se,25461,shopping,upi,,
Hotel booking INR 4219,4219,travel,cash,,
Library fee INR 10086,10086,education,upi,,
Home loan EMI INR 13099,13099,emi,upi,,
7034 rs. kharcha kya lunch at hotel pe upi se,7034,food,upi,,
loan ka car loan emi 45480 rupaye card se pay kiyaa,45480,emi,card,,
library fee ki fees 29405 rupye card se bharra,29405,education,card,,
Exam fee INR 39380,39380,education,upi,,
ppf contribution ka SIP 1405 rupye card se bharaa,1405,investment,card,,
pharmacy medicine purchase me 14353 rupaiye karcha hua card se diye,14353,healthcare,card,,
loan ka home loan emi 29470 rupye cash se pay kiyaa,29470,emi,cash,,
Hospital bill INR 14764,14764,healthcare,cash,,
hotel booking ka kiraya 16771 rupay diy cash se,16771,travel,cash,,
amazon purchase se 15088 rupay ka shopping kiyaa card se,15088,shopping,card,,
personal loan installment ki EMI 1161 rupaye upi se bharaa,1161,emi,upi,,
Restaurant bill INR 24997,24997,food,card,,
pizza delivery me 13580 rs ka khana khya cash se,13580,food,cash,,
pharmacy medicine purchase me 29515 rs. kharchaa hua upi se diy,29515,healthcare,upi,,
college fees payment ki fees 21209 rupaiye card se bhara,21209,education,card,,
38439 rupye diye online course subscription ke liye card se,38439,education,card,,
exam fee ki fees 32798 rupye upi se bharra,32798,education,upi,,
movie ticket booking dekha 16148 rupaiye laga upi se diy,16148,entertainment,upi,,
Personal loan installment INR 48231,48231,emi,upi,,
water bill ka bill 48781 rs. card se bhara,48781,utilities,card,,
water bill ka bill 38723 rupay cash se bharra,38723,utilities,cash,,
personal loan installment ki EMI 12499 rupaiye upi se bharaa,12499,emi,upi,,
"zomato dinner pe 5894 ka bill tha, cash se pay kiyaa",5894,food,cash,,
28634 rupaiye ka order diye electronics shopping pe cash se,28634,shopping,cash,,
credit card emi EMI 49756 rs. kat gaye card se,49756,emi,card,,
Car loan EMI INR 1982,1982,emi,card,,
Pizza delivery INR 48825,48825,food,upi,,
online course subscription ki fees 15940 rupay card se bhara,15940,education,card,,
Medical test charges INR 14407,14407,healthcare,cash,,
netflix subscription ka ticket 32583 rupay me liyaa upi se,32583,entertainment,upi,,
clothing store bill pe shopping kya 7113 rs khrcha cash se,7113,shopping,cash,,
Medical test charges INR 1654,1654,healthcare,card,,
Amazon purchase INR 39775,39775,shopping,card,,
padhai ke liye online course subscription pe 20705 rupaiye khrcha kiya cash se,20705,education,cash,,
concert ticket ka ticket 494 rupye me liyaa card se,494,entertainment,card,,
aaj mobile recharge ka 49627 rupye ka bill upi se bhra,49627,utilities,upi,,
25794 rupay ka order die flipkart order pe card se,25794,shopping,card,,
restaurant bill ka khana 25265 rupay me aaya upi se diy,25265,food,upi,,
Car loan EMI INR 49475,49475,emi,cash,,
bus ticket ka kiraya 42963 rs. diy cash se,42963,travel,cash,,
43137 rs. ka order diye flipkart order pe card se,43137,shopping,card,,
"cafe coffee pe 38072 ka bill tha, card se pay kiya",38072,food,card,,
Credit card EMI INR 32186,32186,emi,card,,
home loan emi EMI 268 rupye kat gaye card se,268,emi,card,,
amazon purchase pe shopping kiyaa 35995 rupay karcha card se,35995,shopping,card,,
33113 rupye mutual fund sip me daale card se,33113,investment,card,,
27378 rupay die exam fee ke liye upi se,27378,education,upi,,
Stock purchase INR 27435,27435,investment,upi,,
Doctor consultation INR 40227,40227,healthcare,upi,,
PPF contribution INR 47974,47974,investment,card,,
car loan emi ki EMI 44877 rs. upi se bharaa,44877,emi,upi,,
15729 rupay ka mobile recharge bill pay kia upi se,15729,utilities,upi,,
Game purchase INR 19281,19281,entertainment,card,,
medical test charges me 45570 rupye karcha hua card se die,45570,healthcare,card,,
Train ticket IRCTC INR 21048,21048,travel,cash,,
PPF contribution INR 41050,41050,investment,cash,,
padhai ke liye exam fee pe 39733 rs karcha kya cash se,39733,education,cash,,
library fee ka course 35740 rupaye me liyaa cash se pay kiya,35740,education,cash,,
college fees payment ki fees 20625 rs card se bhara,20625,education,card,,
Movie ticket booking INR 20566,20566,entertainment,card,,
personal loan installment EMI 22156 rupye kat gaye upi se,22156,emi,upi,,
40228 rs ka personal loan installment installment upi se diyee,40228,emi,upi,,
doctor ke yahan 38809 rupaiye lga card se diy,38809,healthcare,card,,
10411 rupaiye ka order die electronics shopping pe upi se,10411,shopping,upi,,
Flipkart order INR 34314,34314,shopping,card,,
31302 rupye diy library fee ke liye upi se,31302,education,upi,,
Online course subscription INR 19262,19262,education,card,,
"pizza delivery pe 12825 ka bill tha, upi se pay kiya",12825,food,upi,,
Personal loan installment INR 25049,25049,emi,card,,
stock purchase me 16129 rupye invest kiyaa card se,16129,investment,card,,
Ola cab INR 12106,12106,travel,cash,,
doctor ke yahan 35787 rs. lagaa card se diye,35787,healthcare,card,,
Clothing store bill INR 27285,27285,shopping,cash,,
Personal loan installment INR 22328,22328,emi,upi,,
movie ticket booking dekha 30543 rupaye laga card se die,30543,entertainment,card,,
Bike loan EMI INR 14705,14705,emi,upi,,
Crypto investment INR 32700,32700,investment,card,,
Game purchase INR 10121,10121,entertainment,upi,,
electricity bill payment ka bill 47161 rupay cash se bhara,47161,utilities,cash,,
water bill ka bill 19958 rupye cash se bharaa,19958,utilities,cash,,
Messy outlier tx UPIID123,99999999,misc,123,,
20642 rs. stock purchase me daale upi se,20642,investment,upi,,
mutual fund sip ka SIP 46113 rupaiye card se bharra,46113,investment,card,,
uber ride ki ticket 42573 rupye me book kiyaa cash se,42573,travel,cash,,
9510 rupye lga train ticket irctc me cash se die,9510,travel,cash,,
aaj ola cab lia 11918 rupaye cash se pay kiya,11918,travel,cash,,
Credit card EMI INR 43683,43683,emi,card,,
fixed deposit investment ka SIP 35463 rupaiye card se bharaa,35463,investment,card,,
14034 rs. ka medical test charges bill aaya cash se pay kia,14034,healthcare,cash,,
library fee ka course 31302 rupaye me liyaa upi se pay kiyaa,31302,education,upi,,
restaurant bill ka khana 41436 rs me aaya upi se die,41436,food,upi,,
Messy outlier tx paypal,99999999,1234,123,,EDA test row
game purchase ka subscription 33524 rupaiye cash se renew kya,33524,entertainment,cash,,
aaj gas bill payment ka 1407 rupaye ka bill cash se bharaa,1407,utilities,cash,,
Messy outlier tx UPIID123,"1,000",blabla,paypal,,
Hotel booking INR 8043,8043,travel,card,,
aaj ola cab lia 6168 rs cash se pay kia,6168,travel,cash,,
stock purchase me 38240 rupaye invest kia upi se,38240,investment,upi,,
12291 rupaiye laga hotel booking me cash se diy,12291,travel,cash,,
Internet recharge INR 7712,7712,utilities,card,,
library fee ki fees 34386 rupay upi se bhra,34386,education,upi,,
7029 rupay ka order diye clothing store bill pe card se,7029,shopping,card,,
restaurant bill me 11308 rs ka khana khya cash se,11308,food,cash,,
Messy outlier tx paypal,"1,000",blabla,ccard,NULL,EDA test row
exam fee ka course 49514 rupye me lya upi se pay kya,49514,education,upi,,
hotel booking ka kiraya 35701 rupaye diyee upi se,35701,travel,upi,,
aaj bus ticket liyaa 33914 rupaye card se pay kiyaa,33914,travel,card,,
library fee ki fees 23664 rupay upi se bharaa,23664,education,upi,,
Electricity bill payment INR 11347,11347,utilities,card,,
College fees payment INR 21923,21923,education,card,,
flipkart order pe shopping kiyaa 13771 rs. kharcha card se,13771,shopping,card,,
36946 rupye ka mobile recharge bill pay kia card se,36946,utilities,card,,
aaj mobile recharge ka 29319 rs. ka bill cash se bharra,29319,utilities,cash,,
loan ka credit card emi 13363 rs. upi se pay kiya,13363,emi,upi,,
Doctor consultation INR 26410,26410,healthcare,card,,
Food court payment INR 23342,23342,food,cash,,
aaj flight ticket booking lia 7480 rs cash se pay kya,7480,travel,cash,,
aaj flight ticket booking lia 16186 rs upi se pay kiya,16186,travel,upi,,
28134 rs. ka bike loan emi installment cash se die,28134,emi,cash,,
Water bill INR 20388,20388,utilities,card,,
Car loan EMI INR 29107,29107,emi,card,,
crypto investment me 2409 rupay invest kiyaa cash se,2409,investment,cash,,
flipkart order se 22831 rupaiye ka shopping kya card se,22831,shopping,card,,
aaj swiggy order se khana order kya 4655 rupye cash se diyee,4655,food,cash,,
24997 rupye kharchaa kiyaa restaurant bill pe card se,24997,food,card,,
just random text 123,,shopping_err,UPIID123,,EDA test row
Credit card EMI INR 33532,33532,emi,cash,,
47233 rupay die library fee ke liye upi se,47233,education,upi,,
Water bill INR 20501,20501,utilities,upi,,
42371 rs. ka water bill bill pay kya card se,42371,utilities,card,,
Medical test charges INR 24687,24687,healthcare,upi,,
Fixed deposit investment INR 20126,20126,investment,card,,
game purchase ka ticket 2705 rupaye me liyaa card se,2705,entertainment,card,,
Online shopping payment INR 21769,21769,shopping,upi,,
internet recharge recharge kiya 1840 rupye card se,1840,utilities,card,,
Train ticket IRCTC INR 36320,36320,travel,cash,,
